mpi, 1, 1, 1, 1, 1, 0.007
mpi, 1, 1, 1, 1, 1, 0.686
mpi, 1, 1, 1, 1, 1, 1.261
mpi, 1, 1, 1, 1, 1, 8.012
mpi, 1, 1, 1, 1, 2, 0.008
mpi, 1, 1, 1, 1, 2, 0.299
mpi, 1, 1, 1, 1, 2, 2.094
mpi, 1, 1, 1, 1, 2, 8.413
mpi, 1, 1, 1, 5, 1, 0.008
mpi, 1, 1, 1, 5, 1, 1.367
mpi, 1, 1, 1, 5, 1, 2.143
mpi, 1, 1, 1, 5, 1, 4.187
mpi, 1, 1, 1, 5, 2, 0.014
mpi, 1, 1, 1, 5, 2, 0.255
mpi, 1, 1, 1, 5, 2, 2.053
mpi, 1, 1, 1, 5, 2, 6.742
mpi, 10, 10, 1, 1, 1, 0.017
mpi, 10, 10, 8, 1, 1, 0.439
mpi, 10, 10, 10, 1, 1, 2.287
mpi, 10, 10, 10, 1, 1, 6.388
mpi, 10, 10, 1, 1, 2, 0.124
mpi, 10, 10, 8, 1, 2, 0.719
mpi, 10, 10, 10, 1, 2, 1.273
mpi, 10, 10, 10, 1, 2, 10.071
mpi, 10, 10, 1, 5, 1, 0.037
mpi, 10, 10, 8, 5, 1, 0.616
mpi, 10, 10, 10, 5, 1, 0.880
mpi, 10, 10, 10, 5, 1, 9.240
mpi, 10, 10, 1, 5, 2, 0.595
mpi, 10, 10, 8, 5, 2, 0.613
mpi, 10, 10, 10, 5, 2, 1.790
mpi, 10, 10, 10, 5, 2, 6.769
mpi, 100, 100, 1, 1, 1, 0.520
mpi, 100, 100, 8, 1, 1, 0.296
mpi, 100, 100, 16, 1, 1, 2.029
mpi, 100, 100, 48, 1, 1, 7.765
mpi, 100, 100, 1, 1, 2, 11.573
mpi, 100, 100, 8, 1, 2, 3.497
mpi, 100, 100, 16, 1, 2, 4.120
mpi, 100, 100, 48, 1, 2, 6.495
mpi, 100, 100, 1, 5, 1, 2.684
mpi, 100, 100, 8, 5, 1, 1.077
mpi, 100, 100, 16, 5, 1, 2.544
mpi, 100, 100, 48, 5, 1, 4.388
mpi, 100, 100, 1, 5, 2, 60.556
mpi, 100, 100, 8, 5, 2, 17.927
mpi, 100, 100, 16, 5, 2, 18.213
mpi, 100, 100, 48, 5, 2, 18.959
mpi, 500, 500, 1, 1, 1, 13.378
mpi, 500, 500, 8, 1, 1, 2.875
mpi, 500, 500, 16, 1, 1, 1.808
mpi, 500, 500, 48, 1, 1, 1.815
mpi, 500, 500, 1, 1, 2, 299.338
mpi, 500, 500, 8, 1, 2, 112.404
mpi, 500, 500, 16, 1, 2, 52.171
mpi, 500, 500, 48, 1, 2, 26.895
